ad	density	cc	spath	eigencentr	betwcentr
drug_450	419	384	-348	565.5	463.5	569
drug_451	-393.5	526	585	-381.5	-533	-452.5
drug_452	855	932	-854	-860	857	866
drug_453	648	661	-677	-640	644.5	666
drug_454	-393.5	526	585	-381.5	-408.5	-452.5
drug_455	445	-499.5	-519.5	535	503	471
drug_456	-393.5	526	585	-381.5	-533	-452.5
drug_457	-393.5	526	585	-381.5	507	-452.5
drug_458	648	661	-677	-640	847	666
drug_459	648	661	-677	-640	795	666
drug_46	678	-733.5	-753.5	797	-766.5	-715.5
drug_460	-393.5	526	585	-381.5	-436.5	-452.5
drug_461	-393.5	526	585	-381.5	383	-452.5
drug_462	419	384	-348	565.5	616	569
drug_463	648	661	-677	-640	797	666
drug_464	445	-499.5	-519.5	535	503	471
drug_465	653.5	654.5	-671	-653	647.5	674.5
drug_466	758	806	-753.5	767	825	-853.5
drug_467	781.5	696.5	633	-835	701.5	-802
drug_468	819.5	827.5	616.5	-881.5	-874.5	-940.5
drug_469	-654.5	756	819	-644.5	-693	-715.5
drug_47	-918.5	-865.5	848	692	-862	-624
drug_470	758	806	-753.5	767	825	-853.5
drug_471	678	-733.5	-753.5	797	789.5	-715.5
drug_472	758	806	-753.5	767	791	-853.5
drug_473	758	806	-753.5	767	825	-853.5
drug_474	678	-733.5	-753.5	797	780	-715.5
drug_475	787	833	777	-874	-938.5	-930
drug_476	678	-733.5	-753.5	797	780	-715.5
drug_477	781.5	696.5	633	-835	702.5	-802
drug_478	795	-525	-498.5	849	722.5	-802
drug_479	758	806	-753.5	767	810.5	-853.5
drug_48	591	462	231	-623.5	-598.5	-627.5
drug_480	805	784	-753.5	868	844.5	-853.5
drug_481	758	806	-753.5	767	853	-853.5
drug_482	-737.5	683	785	-828	-592.5	660
drug_483	-654.5	756	819	-644.5	-738.5	-715.5
drug_484	-654.5	756	819	-644.5	-707	-715.5
drug_485	805	784	-753.5	868	878.5	-853.5
drug_486	840	836	-522	-881.5	-877	-940.5
drug_487	819.5	827.5	616.5	-881.5	-919.5	-940.5
drug_488	758	806	-753.5	767	791	-853.5
drug_489	758	806	-753.5	767	791	-853.5
drug_49	335.5	-364.5	375	-494	388	440
drug_490	758	806	-753.5	767	825	-853.5
drug_491	787	833	777	-874	-924	-930
drug_492	678	-733.5	-753.5	797	-777.5	-715.5
drug_493	-546.5	634.5	714.5	-757	-574.5	560.5
drug_494	777.5	558.5	-498.5	-835	611	-802
drug_495	-654.5	756	819	-644.5	-707	-715.5
drug_496	908	909	911	933	-943	-945
drug_5	493	431	-348	577	559	431.5
drug_50	548.5	466.5	379	-623.5	485	-627.5
drug_51	-592.5	-611.5	-390.5	272.5	-494.5	538.5
drug_52	-393.5	526	585	-381.5	-436.5	-452.5
drug_53	445	-499.5	-519.5	535	-533	471
drug_54	-622	-653	-626	311.5	-504.5	-324
drug_55	445	-499.5	-519.5	535	-561	471
drug_56	-622	-653	-626	311.5	-637	-324
drug_57	-622	-653	-626	464	591.5	551.5
drug_58	-682	-682	-683.5	648.5	801	682.5
drug_59	-592.5	-611.5	-390.5	272.5	-281	538.5
drug_6	368	253	271.5	-314	-416	-512
drug_60	-454	318.5	390	-569	191.5	-229
drug_61	-682	-682	-683.5	648.5	-819.5	682.5
drug_62	-679	646	-673	645	842.5	678
drug_63	-622	-653	-626	311.5	-426.5	-324
drug_64	-622	-653	-626	464	-512.5	551.5
drug_65	554	603	543	-611	-688	-667
drug_66	-622	-653	-626	388.5	-417	596.5
drug_67	653.5	654.5	-671	-653	799	674.5
drug_68	-622	-653	-626	262.5	-499	415.5
drug_69	562	-554.5	409	-611	-777	-667
drug_7	-592.5	-611.5	-442.5	219.5	-539	-379.5
drug_70	-622	-653	-626	311.5	-512.5	-324
drug_71	-622	-653	-626	464	-718	551.5
drug_72	392.5	-211	239	-428.5	-174	311
drug_73	-678	-598	214	-635	-535	-623
drug_74	579	-449.5	327	-634	-767.5	-651
drug_75	-671.5	-674.5	368	-591.5	-711.5	-656.5
drug_76	419	384	-348	565.5	469.5	569
drug_77	-622	-653	-626	311.5	-718	-324
drug_78	-671.5	-674.5	368	-591.5	-711.5	-656.5
drug_79	493	-499.5	-519.5	423	580.5	547.5
drug_8	368	253	271.5	-314	400.5	-512
drug_80	-622	-653	-626	464	593	551.5
drug_81	-622	-653	-626	311.5	-735.5	-324
drug_82	-393.5	526	585	-381.5	582	-452.5
drug_83	648	661	-677	-640	640.5	666
drug_84	648	661	-677	-640	-794	666
drug_85	445	-499.5	-519.5	535	512.5	471
drug_86	419	384	-348	565.5	-451.5	569
drug_87	335.5	-364.5	375	-494	237.5	440
drug_88	419	384	-348	565.5	465.5	569
drug_89	445	-499.5	-519.5	535	653.5	471
drug_9	-648	-592	-228.5	-428.5	-367	229
drug_90	-393.5	-499.5	534.5	-381.5	-377	-452.5
drug_91	-393.5	-499.5	534.5	-381.5	-501.5	-452.5
drug_92	-285.5	404.5	480.5	-494	312.5	326.5
drug_93	445	-499.5	-519.5	535	663	471
drug_94	472	-364.5	-348	-494	552.5	603.5
drug_95	-476.5	453	551	-565	356	426
drug_96	-285.5	404.5	480.5	-494	-360	326.5
drug_97	-393.5	526	585	-381.5	-622	-452.5
drug_98	-285.5	404.5	480.5	-494	312.5	326.5
drug_99	472	-364.5	-348	-494	605	603.5
