ad	density	cc	spath	eigencentr	betwcentr
drug_448	-886	-840	-625	-541	-954	845.5
drug_449	-291	398.5	504.5	-357	564	845.5
drug_45	483	549	376	-523	-102.5	-580
drug_450	283.5	398.5	504.5	-390.5	526.5	845.5
drug_451	-499.5	-470.5	504.5	-301.5	517	845.5
drug_452	-680.5	-771.5	-871.5	-933.5	-909	932
drug_453	-649	-649	-650	-589	528.5	845.5
drug_454	-459.5	-535.5	-563.5	-632.5	483.5	872.5
drug_455	-415	-460	504.5	-502.5	517	845.5
drug_456	-415	-460	504.5	-502.5	528.5	845.5
drug_457	-671	-718	-571.5	-613	517	845.5
drug_458	-626	-625	504.5	-442	517	845.5
drug_459	-743.5	-740.5	-669	-533	-513.5	845.5
drug_46	-558.5	-560.5	-611	-660	-467	-584
drug_460	-668	-681	-571.5	-614	-476.5	868.5
drug_461	-712	-706	-550	-504	526.5	845.5
drug_462	-643	-598	504.5	-478	523.5	845.5
drug_463	-634.5	-671.5	-661	-665	-542.5	755.5
drug_464	-363.5	398.5	504.5	286.5	517	845.5
drug_465	-434	496.5	575.5	-520	551	908.5
drug_466	-651	-806	609	793	-790.5	656
drug_467	-925.5	-958.5	-782	-784	-834	697.5
drug_468	-756.5	-800.5	497.5	725.5	-903.5	534.5
drug_469	-490.5	-545.5	-562.5	786.5	-601	-791
drug_47	538.5	576.5	559.5	538.5	-188.5	454.5
drug_470	-624	-696	529.5	676.5	-548	697.5
drug_471	-689	-766	-602	676.5	-705	697.5
drug_472	-790	-866	609	793	-730	656
drug_473	-666.5	-857.5	609	793	-811.5	656
drug_474	-680.5	-836.5	609	-795.5	-798	656
drug_475	-730.5	-890.5	616	838	-686	755
drug_476	-672	-763	616	838	-787.5	755
drug_477	-837	-893	536	764	-849	763
drug_478	-821.5	-919.5	616	838	-836	755
drug_479	-800	-914	616	838	-771.5	755
drug_48	400.5	502.5	604.5	410	548.5	-626.5
drug_480	-666.5	-857.5	-500.5	-757	-832	534.5
drug_481	-730.5	-732.5	620.5	771.5	-868.5	793.5
drug_482	-800	-914	-469.5	814.5	-780	578.5
drug_483	-739.5	-827.5	497.5	725.5	-639	534.5
drug_484	-807	-897	609	793	-720	656
drug_485	-642	-713	609	793	-736.5	656
drug_486	809.5	-866	669	850	987	848
drug_487	-730.5	-890.5	616	838	-702.5	755
drug_488	-829	-928	497.5	725.5	-896.5	534.5
drug_489	-573	-738	609	793	-654	656
drug_49	-383	-448	590.5	333	601	522
drug_490	-739.5	-827.5	497.5	725.5	-890	534.5
drug_491	-829	-928	609	793	-896.5	656
drug_492	-829	-928	616	838	-886.5	755
drug_493	-829	-928	561.5	600.5	-911.5	706.5
drug_494	-946.5	-901.5	-769	803.5	-939	860.5
drug_495	-516.5	-686.5	547	626	-655.5	580
drug_496	-754	-918	547	-704.5	-668	580
drug_5	540.5	-572.5	693.5	-568.5	744.5	-484.5
drug_50	-424	-525	576.5	-482	636.5	493
drug_51	610.5	622.5	770.5	481	691.5	598
drug_52	-492	-710	-722	-492	-544.5	-520
drug_53	-814	-920	-819	-941	-737	-488
drug_54	472.5	529.5	582.5	-482	630.5	-413
drug_55	-699	-722	582.5	459	-498	387
drug_56	-486	-588	582.5	618	-485.5	578
drug_57	-693.5	-694.5	519.5	514	565	366
drug_58	-720	-733.5	-663.5	-609.5	-547.5	512
drug_59	-528.5	-510.5	590.5	-488	599.5	522
