ad	density	cc	spath	eigencentr	betwcentr
drug_322	-1021	1071	1021.5	966	1164	926
drug_323	-1154.5	784	1021.5	-1230	848.5	1145
drug_324	-1060	1071	1021.5	-995.5	1028.5	926
drug_325	-1046.5	1071	1021.5	966	908	926
drug_326	-1066.5	1071	1021.5	966	1028.5	926
drug_327	-1033	1071	1021.5	966	1195	926
drug_328	-878.5	1071	1021.5	966	1038	926
drug_329	-865	1071	1021.5	966	1028.5	926
drug_33	-1024	719.5	957	1208.5	790	1153.5
drug_330	-833.5	1071	1021.5	-1117	1046	926
drug_331	-878.5	1071	1021.5	966	1020	926
drug_332	-1137	784	1021.5	-1259	781	1145
drug_333	-1129	784	1021.5	-1255	875.5	1145
drug_334	-1158	784	1021.5	-1239	813.5	1145
drug_335	823	1071	1021.5	966	882	926
drug_336	823	1071	1021.5	966	1154.5	926
drug_337	-1127	784	1021.5	-1264.5	821.5	1145
drug_338	-1137	784	1021.5	-1261	858	1145
drug_339	-1141.5	784	1021.5	-1251.5	867.5	1145
drug_34	-1102	719.5	957	1208.5	756	1153.5
drug_340	823	1071	1021.5	966	1028.5	926
drug_341	823	1071	1021.5	-975.5	1020	926
drug_342	1244.5	878.5	1021.5	1260.5	1224	1290
drug_343	-878.5	1071	1021.5	966	941.5	926
drug_344	-909.5	1071	1021.5	966	1164	926
drug_345	823	1071	1021.5	-1157	1028.5	926
drug_346	-1185.5	784	1021.5	-1271	788.5	1145
drug_347	-1127	784	1021.5	-1264.5	840.5	1145
drug_348	-1141.5	784	1021.5	-1251.5	790.5	1145
drug_349	406.5	675.5	-772.5	695.5	-765.5	-900
drug_35	1001.5	719.5	957	-1169	919	1078.5
drug_350	-679	-862	606	-827.5	-908.5	677.5
drug_351	406.5	675.5	-772.5	695.5	783	-900
drug_352	776.5	877.5	-728	944	483.5	-872
drug_353	645.5	-628	606	-639	-643	677.5
drug_354	645.5	-796.5	-688.5	-701	-930.5	677.5
drug_355	406.5	-755.5	-868	695.5	-879.5	-836.5
drug_356	-679	-862	606	-827.5	-1084	677.5
drug_357	645.5	-796.5	-688.5	-701	-599	677.5
drug_358	645.5	-628	606	-639	-822.5	677.5
drug_359	406.5	-755.5	-868	695.5	-879.5	-836.5
drug_36	1001.5	719.5	957	-1186	926.5	1078.5
drug_360	406.5	-755.5	-868	695.5	909	-836.5
drug_361	406.5	675.5	-772.5	695.5	783	-900
drug_362	406.5	-755.5	-868	695.5	-663	-836.5
drug_363	406.5	675.5	-772.5	695.5	645	-900
drug_364	406.5	675.5	-772.5	695.5	783	-900
drug_365	406.5	-755.5	-868	695.5	783	-836.5
drug_366	645.5	-628	606	-639	-643	677.5
drug_367	828	-514	-659.5	484	-601.5	850.5
drug_368	406.5	675.5	-772.5	695.5	783	-900
drug_369	406.5	-755.5	-868	695.5	-856.5	-836.5
drug_37	-1092	-682	957	-1053	736.5	1232
drug_370	776.5	877.5	-829.5	944	-709	791.5
drug_371	406.5	-755.5	-868	695.5	783	-836.5
drug_372	-679	-862	606	-827.5	-759	677.5
drug_373	645.5	-796.5	-688.5	-701	-751	677.5
drug_374	645.5	-796.5	-688.5	-701	789	677.5
drug_375	645.5	-576	606	-749.5	762	-705
drug_376	776.5	877.5	606	944	521.5	-888
drug_377	-498	675.5	-652	-870	949.5	-684.5
drug_378	645.5	-796.5	-688.5	-701	-761.5	677.5
drug_379	406.5	-755.5	-868	695.5	-677	-836.5
drug_38	1088.5	620.5	957	-1149	707.5	1232
drug_380	-498	675.5	606	-853.5	909	-878.5
drug_381	-905.5	-1079.5	-992	-951.5	786.5	-1019.5
drug_382	-912.5	-1086.5	-987	-981.5	1140.5	-1001.5
drug_383	-882	-1047	-998	-954.5	975	-1056.5
drug_384	-906.5	-1063.5	-988	-926.5	975	-1027.5
drug_385	-561.5	675.5	606	695.5	909	-784.5
drug_386	-476	675.5	606	-852.5	783	-936.5
drug_387	406.5	675.5	-714.5	695.5	1085.5	458.5
drug_388	-561.5	675.5	606	695.5	-771.5	458.5
drug_389	-606	-916	-633.5	695.5	-753	-618
drug_39	762.5	1006.5	957	1027.5	1054.5	859.5
drug_390	-763	-969	606	695.5	-1219	-652.5
drug_391	-575	-704	606	695.5	-833.5	-675
drug_392	-911.5	-1084.5	-993	-953.5	975	-1070.5
drug_393	406.5	675.5	-772.5	695.5	645	-900
drug_394	406.5	675.5	-772.5	695.5	616	-900
drug_395	406.5	-755.5	-868	695.5	678.5	-836.5
drug_396	-530	-835	-744.5	-808.5	-879.5	-736
drug_397	406.5	675.5	-666.5	695.5	909	-935
drug_398	-575	-704	606	695.5	-808.5	-767
drug_399	-575	-704	606	695.5	783	-675
drug_4	776.5	877.5	606	944	-998.5	791.5
drug_40	1001.5	719.5	957	-1009.5	910	1078.5
drug_400	-756.5	-817.5	606	695.5	-1006.5	-679.5
drug_401	-664	675.5	-657	-897.5	909	-782.5
drug_402	-561.5	675.5	606	695.5	783	-524
drug_403	-723.5	675.5	606	695.5	724.5	-750.5
drug_404	-513.5	675.5	606	-766.5	909	-548.5
drug_405	-498	675.5	606	695.5	-1022	-686.5
drug_406	-763	-969	606	695.5	-887.5	-652.5
drug_407	828	483	-788	484	-466.5	850.5
drug_408	776.5	877.5	606	944	-871.5	791.5
drug_409	828	483	606	484	-882	850.5
drug_41	1001.5	719.5	957	-1186	849.5	1078.5
drug_410	828	-495.5	606	484	-920.5	850.5
drug_411	776.5	877.5	606	944	-1096	791.5
drug_412	776.5	877.5	606	944	-475.5	791.5
drug_413	776.5	877.5	606	944	-1214	791.5
drug_414	776.5	877.5	606	944	-611.5	791.5
drug_415	776.5	877.5	606	944	-667	791.5
drug_416	776.5	877.5	606	944	-1098	791.5
drug_417	776.5	877.5	606	944	-916.5	791.5
drug_418	828	483	-789	484	-418.5	-918.5
drug_419	645.5	-576	-655	-567.5	-796.5	-771.5
drug_42	1001.5	719.5	957	-1186	937	1078.5
drug_420	776.5	877.5	606	944	-966	791.5
drug_421	776.5	877.5	606	944	-667	791.5
drug_422	776.5	877.5	606	944	-1000.5	791.5
drug_423	776.5	877.5	606	944	-785.5	791.5
drug_424	776.5	877.5	-731.5	944	-738	791.5
drug_425	-606	-916	-633.5	695.5	-1110	-618
drug_426	-805.5	-851.5	606	-795.5	-997.5	-658.5
drug_427	776.5	877.5	-798.5	944	660	791.5
drug_428	776.5	877.5	-798.5	944	-653	791.5
drug_429	-711	-880	606	695.5	-1187	-528
drug_43	1001.5	719.5	957	-1043.5	862.5	1078.5
drug_430	-606	-916	-633.5	695.5	-930.5	-618
drug_431	776.5	877.5	-671.5	944	-501.5	791.5
drug_432	776.5	877.5	606	944	-916.5	791.5
