ad	density	cc	spath	eigencentr	betwcentr
drug_373	-924	-800	838.5	-921.5	905	-925.5
drug_374	-887	-823	-780.5	-874	897.5	-859.5
drug_375	640.5	-505.5	594.5	760	-530.5	-594.5
drug_376	-811.5	-599.5	-785.5	761.5	-716.5	-862.5
drug_377	1096	677	-652	1148	1097.5	1192
drug_378	-895	-871	-821.5	-911.5	835	-813.5
drug_379	442.5	504.5	556	520.5	657.5	-790.5
drug_38	609	757	774	683	492	435
drug_380	-456	504.5	556	-530	419.5	-689
drug_381	477	629	663.5	634.5	756	-642
drug_382	-456	504.5	556	-530	541.5	-689
drug_383	570.5	675.5	715.5	-621.5	-508	634.5
drug_384	-456	504.5	556	-530	551	-689
drug_385	477	629	663.5	634.5	634	-493.5
drug_386	609	757	774	683	-800	435
drug_387	-456	504.5	556	-530	546	-689
drug_388	570.5	675.5	715.5	-621.5	686.5	634.5
drug_389	-456	504.5	556	-530	424.5	-689
drug_39	609	757	774	683	-629.5	435
drug_390	570.5	675.5	715.5	-621.5	686.5	634.5
drug_391	570.5	675.5	715.5	-621.5	-508	634.5
drug_392	-456	504.5	556	-530	657.5	-689
drug_393	570.5	675.5	715.5	-621.5	-512.5	634.5
drug_394	-456	504.5	556	-530	546	-689
drug_395	477	629	663.5	634.5	466	-642
drug_396	477	629	663.5	634.5	811	-493.5
drug_397	442.5	504.5	534	532	664.5	-700
drug_398	609	757	774	683	-638.5	435
drug_399	570.5	675.5	715.5	-621.5	575	634.5
drug_4	1023.5	1005.5	937.5	1072.5	893	968.5
drug_40	-618	-663	544.5	-510.5	637	800.5
drug_400	609	757	774	683	782	435
drug_401	609	757	774	683	683	435
drug_402	-456	504.5	556	-530	546	-689
drug_403	836.5	874.5	-444.5	790.5	-654.5	926.5
drug_404	609	757	774	683	782	435
drug_405	825	547	475.5	912.5	920.5	644.5
drug_406	570.5	675.5	715.5	-621.5	741.5	634.5
drug_407	-1153.5	-974.5	-790.5	-1149.5	790.5	-620.5
drug_408	-1083.5	-895.5	-916.5	-1066.5	794.5	-585.5
drug_409	-1057.5	815.5	652.5	-1066.5	824	-603.5
drug_41	570.5	-693	663.5	607	-924	646
drug_410	-1083.5	-895.5	-916.5	-1066.5	-782	-585.5
drug_411	-1037	-888	732	-1070	692.5	-543
drug_412	-938	820.5	698	-1012	786.5	599
drug_413	-1017	-835	-957	-1024	-874	613
drug_414	-938	820.5	698	-1012	789	599
drug_415	-938	820.5	698	-1012	827.5	599
