ad	density	cc	spath	eigencentr	betwcentr
drug_425	1063.5	1050.5	1042	1027	867	-598
drug_426	1063.5	1050.5	1042	1027	845.5	-598
drug_427	1063.5	1050.5	1042	1027	882.5	-598
drug_428	997	1191	1198	1152.5	1110	-598
drug_429	997	1191	1198	1152.5	1073	-598
drug_43	-465.5	437	-512	370	-630	-866
drug_430	997	1191	1198	1152.5	1078.5	-598
drug_431	1063.5	1050.5	1042	1027	878	-598
drug_432	997	1191	1198	1152.5	1140	-598
drug_433	1063.5	1050.5	1042	1027	889.5	-598
drug_434	-881.5	-1101.5	-1163.5	-975.5	-1042	-885.5
drug_435	1063.5	1050.5	1042	1027	860	-598
drug_436	997	1191	1198	1152.5	1140	-598
drug_437	592	887	912	802.5	859	610
drug_438	592	887	912	802.5	806.5	610
drug_439	592	887	912	802.5	1008	610
drug_44	-713	-722	583.5	-815	-841.5	-807
drug_440	592	887	912	802.5	859	610
drug_441	592	887	912	802.5	967.5	610
drug_442	-610.5	-847.5	-897.5	-723.5	886.5	-642.5
drug_443	-1012	-1187	-1204	-1067	-1188	-1012
drug_444	-955.5	-1142.5	-1115.5	-1011.5	-1108.5	-982.5
drug_445	-829.5	-615.5	-643	-499.5	-544	710.5
