Name	Score	Rank
drug_400	drug_400	1	425.5
drug_403	drug_403	1	425.5
drug_404	drug_404	1	425.5
drug_41	drug_41	1	425.5
drug_42	drug_42	1	425.5
drug_43	drug_43	1	425.5
drug_44	drug_44	1	425.5
drug_45	drug_45	1	425.5
drug_452	drug_452	1	425.5
drug_46	drug_46	1	425.5
drug_466	drug_466	1	425.5
drug_469	drug_469	1	425.5
drug_47	drug_47	1	425.5
drug_471	drug_471	1	425.5
drug_473	drug_473	1	425.5
drug_474	drug_474	1	425.5
drug_475	drug_475	1	425.5
drug_477	drug_477	1	425.5
drug_478	drug_478	1	425.5
drug_480	drug_480	1	425.5
drug_481	drug_481	1	425.5
drug_482	drug_482	1	425.5
drug_483	drug_483	1	425.5
drug_484	drug_484	1	425.5
drug_485	drug_485	1	425.5
drug_486	drug_486	1	425.5
drug_487	drug_487	1	425.5
drug_488	drug_488	1	425.5
drug_489	drug_489	1	425.5
drug_490	drug_490	1	425.5
drug_491	drug_491	1	425.5
drug_492	drug_492	1	425.5
drug_493	drug_493	1	425.5
drug_494	drug_494	1	425.5
drug_495	drug_495	1	425.5
drug_496	drug_496	1	425.5
drug_82	drug_82	1	425.5
drug_83	drug_83	1	425.5
drug_84	drug_84	1	425.5
drug_85	drug_85	1	425.5
drug_86	drug_86	1	425.5
drug_87	drug_87	1	425.5
drug_88	drug_88	1	425.5
drug_89	drug_89	1	425.5
drug_90	drug_90	1	425.5
drug_91	drug_91	1	425.5
drug_92	drug_92	1	425.5
drug_93	drug_93	1	425.5
drug_94	drug_94	1	425.5
drug_95	drug_95	1	425.5
drug_96	drug_96	1	425.5
drug_97	drug_97	1	425.5
drug_98	drug_98	1	425.5
drug_99	drug_99	1	425.5
