ad	density	cc	spath	eigencentr	betwcentr
drug_328	-831	-1188.5	-772.5	-1195.5	-1049.5	-1115.5
drug_329	-831	-805	-699	-872	-501.5	-815
drug_33	-831	-595.5	-812.5	-548	-575	-927.5
drug_330	-831	-949.5	-681	-1051	-718	-1008
drug_331	-831	421.5	-467.5	433	-466	-275.5
drug_332	-831	-1087	-854	-1064.5	-833.5	-992
drug_333	-831	-949.5	-681	-1051	-722	-1008
drug_334	-831	-1188.5	-772.5	-1195.5	-893	-1115.5
drug_335	-831	-1087	-854	-1064.5	-833.5	-992
drug_336	-831	-949.5	-681	-1051	-612.5	-1008
drug_337	-831	-1160.5	-1045.5	-1140.5	-1161	-1040.5
drug_338	-831	-1087	-854	-1064.5	-930.5	-992
drug_339	-831	-949.5	-681	-1051	-817	-1008
drug_34	-831	-623.5	-752	-620	602	-456
drug_340	-831	-723	-578	-768	-556	850
drug_341	-831	-841	-921	-818.5	-851	-606
drug_342	-831	1123	1064	1128	1037	1177
drug_343	-831	677.5	-712	682	-826.5	558
drug_344	-831	-949.5	-681	-1051	-614.5	-1008
drug_345	-831	-794.5	-739	-784	527.5	726
drug_346	-831	-805	-699	-872	-700	-815
drug_347	-831	-949.5	-681	-1051	-722	-1008
drug_348	-831	-949.5	-681	-1051	-618.5	-1008
drug_349	-831	1003	930	1014	-875	808
drug_35	-831	-516.5	-650	-494.5	-543	577
drug_350	-831	-925.5	706	-909.5	817	-863
drug_351	-831	-1127.5	981	-1132	-1031	-1109
drug_352	-831	1049.5	906	1061	910	890
drug_353	-831	1106.5	1079.5	1103.5	1027	1004.5
drug_354	-831	-1225.5	-999	-1202.5	-1137.5	-1124
drug_355	-831	-1167.5	-1051.5	-1150.5	-1069.5	-1093.5
drug_356	-831	-1230	-1013	-1208	-1069	-1128
drug_357	-831	-1167.5	-1051.5	-1150.5	-1067	-1093.5
drug_358	-831	-1007	-1105	-970	-1263	-735
drug_359	-831	1021.5	1036.5	1002.5	867.5	877.5
drug_36	-831	-526.5	-611.5	-520.5	811.5	421.5
drug_360	-831	-1059.5	971	1072	906.5	1117
drug_361	-831	-1167.5	-1051.5	-1150.5	-1263	-1093.5
drug_362	-831	1106.5	1079.5	1103.5	1299	1004.5
drug_363	-831	-1167.5	-1051.5	-1150.5	-1170.5	-1093.5
drug_364	-831	-1053	992	-1034	982.5	-940
drug_365	-831	-1167.5	-1051.5	-1150.5	-1261	-1093.5
drug_366	-831	1106.5	1079.5	1103.5	1024	1004.5
drug_367	-831	902.5	-747	915.5	808.5	591
drug_368	-831	-1225.5	-999	-1202.5	-937.5	-1124
drug_369	-831	1106.5	1079.5	1103.5	1286	1004.5
drug_37	-831	-841	-921	-818.5	-922	-606
drug_370	-831	-794.5	-798	-707	-829.5	-1126
drug_371	-831	1035.5	987	1044	869	-906
drug_372	-831	1121	1000	1121	1064	975
drug_373	-831	-1174.5	-1059	-1163	-1272	-1104
drug_374	-831	-1127.5	981	-1132	1102	-1109
drug_375	-831	-1127.5	981	-1132	-1124.5	-1109
drug_376	-831	1077.5	1018	-497.5	1042.5	1136
drug_377	-831	-1007	-1105	-970	-1004	-735
drug_378	-831	-1202	-1173	-1178	-1372	-1066
drug_379	-831	873	935.5	-569	688	1055.5
drug_38	-831	-623.5	-752	-620	-745	-456
drug_380	-831	873	935.5	-569	802.5	1055.5
drug_381	-831	854	921	839	824	730
drug_382	-831	-640.5	-626	-557.5	583	-910
drug_383	-831	-1007	-1105	-970	-1202.5	-735
drug_384	-831	-957	724	-1024.5	-845	-890
drug_385	-831	-1102	947	-1072	-988	-933
drug_386	-831	-1078.5	-830.5	-1040.5	-752.5	-831.5
drug_387	-831	-884	-790.5	-689.5	-822	-1038.5
drug_388	-831	-841	-921	-818.5	-754.5	-606
drug_389	-831	873	935.5	-569	892	1055.5
drug_39	-831	-841	-921	-818.5	-787	-606
drug_390	-831	677.5	-688	682	-793.5	573
drug_391	-831	-1144.5	-1035.5	-1097.5	-949	-899.5
drug_392	-831	693	710	-506	684	952
drug_393	-831	-841	-921	-818.5	-1049.5	-606
drug_394	-831	632	712.5	-530.5	-440.5	-956.5
drug_395	-831	-884	-790.5	-689.5	-883.5	-1038.5
drug_396	-831	1021.5	1036.5	1002.5	-1176	877.5
drug_397	-831	632	712.5	-530.5	-607	-956.5
drug_398	-831	-715.5	-1025.5	-592	-881	-965.5
drug_399	-831	638	-763.5	646.5	907	469.5
drug_4	-831	1068.5	1025.5	1061	962	959.5
drug_40	-831	-516.5	-650	-494.5	-639	577
drug_400	-831	-715.5	-1025.5	-592	-774	-965.5
drug_401	-831	-1007	-1105	-970	-1079.5	-735
drug_402	-831	854	921	839	-948.5	730
drug_403	-831	-1078.5	-830.5	-1040.5	-861	-831.5
drug_404	-831	-1007	-1105	-970	-1327	-735
drug_405	-831	-1125.5	-1203.5	-1107	-1240.5	-896.5
drug_406	-831	-841	-921	-818.5	-818.5	-606
drug_407	-831	-870.5	759.5	892.5	766.5	-762.5
drug_408	-831	1170	999.5	1180	1011	781.5
drug_409	-831	995	964	1098	1025	-808
drug_41	-831	-841	-921	-818.5	-922	-606
drug_410	-831	995	964	1098	974	-808
drug_411	-831	1170	999.5	1180	1009.5	781.5
